id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4544148386093278,Jiwv4pz8G,5746365541,E海棠玻璃,冬雪，岁月极美；春花……#比亚迪#,,日照·小村南岭,,比亚迪,0,1,0,2020-09-01 00:54,,,,
4544148062867691,Jiwuyc215,6680416724,念子怡乀,【比亚迪推出全新电动SUV/搭载1.5T】比亚迪称2015年为企业“SUV元年”，并计划推出多款SUV车型。今年一季度，比亚迪首款新能源车型“唐”将正式上市，随后，另一款重插电式混合动力SUV“歌”也将上市。近日，比亚迪官方获悉：比亚迪宋将搭载1.5ti发动机和6dct双离合变速箱，预计将于今年4月首发。#超跑#,,日照·暮色酒吧,,超跑,0,0,0,2020-09-01 00:53,,['https://wx3.sinaimg.cn/large/006XDWvXly1gb2yj0t769j30go0avdha.jpg'],,
4544096969173128,Jiva8CulG,1761731257,汽车之家,#上车走吧#【约上比亚迪宋Pro燃油版去野炊吧】宋Pro，10万元价格区间的SUV，对很多家庭来说都是担任了家里唯一一台车的角色。所以这样“过日子”的车有“驾驶乐趣”吗？视频告诉你答案。L汽车之家的微博视频,,,,上车走吧,123,26,278,2020-08-31 21:30,微博视频号,,"http://f.video.weibocdn.com/ThBMPeK9lx07G4kojhgA01041203SVX20E020.mp4?label=mp4_720p&template=1024x576.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&ori=0&ps=1BVp4ysnknHVZu&Expires=1663928552&ssig=bkwu60TiYp&KID=unistore,video",
4544147999952813,Jiva8CulG,6043066012,我知道在也回不姓朱去了,转发微博,,,,,0,0,0,2020-08-31 21:30,微博视频号,,,4544096969173128
4544147774508739,Jiwu5iUVB,5732258490,股市股道,【新能源产业链企业上半年业绩整体下滑】2020年上半年，受新冠肺炎疫情影响，中国新能源汽车市场呈现较大幅度下滑。新能源汽车产业链上的各个公司，也因此业绩承压。近日，多家A股新能源汽车产业相关公司公布了2020年半年报。在整车领域，比亚迪虽然净利同比有所增长，但汽车业务业绩有所下滑；此前7次蝉联中国纯电动汽车销量冠军的北汽新能源净亏损达18.63亿元。动力电池领域，宁德时代净利润下滑7.86%，国轩高科净利下滑89.72%，孚能科技则亏损1.75亿元。#股票##投资#,,,,"股票,投资",0,1,4,2020-09-01 00:51,,,,
4544146323279980,JiwrKdLgU,7361007307,快兰斯Car资讯,汽车快讯：【新能源产业链企业上半年业绩整体下滑】2020年上半年，受新冠肺炎疫情影响，中国新能源汽车市场呈现较大幅度下滑。新能源汽车产业链上的各个公司，也因此业绩承压。近日，多家A股新能源汽车产业相关公司公布了2020年半年报。在整车领域，比亚迪虽然净利同比有所增长，但汽车业务业绩有所下滑；此前7次蝉联中国纯电动汽车销量冠军的北汽新能源净亏损达18.63亿元。,,,,,0,0,1,2020-09-01 00:46,,,,
4544145778019970,JiwqRxEmm,5051077448,快兰斯24小时财经直播,实时播报：【新能源产业链企业上半年业绩整体下滑】2020年上半年，受新冠肺炎疫情影响，中国新能源汽车市场呈现较大幅度下滑。新能源汽车产业链上的各个公司，也因此业绩承压。近日，多家A股新能源汽车产业相关公司公布了2020年半年报。在整车领域，比亚迪虽然净利同比有所增长，但汽车业务业绩有所下滑；此前7次蝉联中国纯电动汽车销量冠军的北汽新能源净亏损达18.63亿元。动力电池领域，宁德时代净利润下滑7.86%，国轩高科净利下滑89.72%，孚能科技则亏损1.75亿元。,,,,,1,1,1,2020-09-01 00:44,,,,
4544145778017526,JiwqRxDIW,6788499283,微博财经7X24小时,中国新能源CNER【新能源产业链企业上半年业绩整体下滑】2020年上半年，受新冠肺炎疫情影响，中国新能源汽车市场呈现较大幅度下滑。新能源汽车产业链上的各个公司，也因此业绩承压。近日，多家A股新能源汽车产业相关公司公布了2020年半年报。在整车领域，比亚迪虽然净利同比有所增长，但汽车业务业绩有所下滑；此前7次蝉联中国纯电动汽车销量冠军的北汽新能源净亏损达18.63亿元。O网页链接,,,,,0,0,0,2020-09-01 00:44,,,,
4544145777231919,JiwqRullR,6788499283,微博财经7X24小时,中国新能源CNER【新能源产业链企业上半年业绩整体下滑】2020年上半年，受新冠肺炎疫情影响，中国新能源汽车市场呈现较大幅度下滑。新能源汽车产业链上的各个公司，也因此业绩承压。近日，多家A股新能源汽车产业相关公司公布了2020年半年报。在整车领域，比亚迪虽然净利同比有所增长，但汽车业务业绩有所下滑；此前7次蝉联中国纯电动汽车销量冠军的北汽新能源净亏损达18.63亿元。O网页链接,,,,,0,0,0,2020-09-01 00:44,,,,
4544162504116163,JiwRQhgNJ,6199256609,卫队银白时至,比亚迪唐早就在2014年北京车展正式亮相……我不去想能否赢得爱情！相比普通版快了0.4秒：据悉……既然钟情于玫瑰。极速版只限售发售2台，其车身线条与比亚迪S7非常接近！就勇敢地吐露真诚、但前脸造型更加具有运动感和攻击性！#开心一笑#,,泰州·封庄村,,开心一笑,0,1,0,2020-09-01 01:50,,,,
